gene,oe_lof,oe_lof_lower,oe_lof_upper,oe_lof_upper_rank,pLI
SPOP,0.0,0.0,0.144,515.0,0.99922
CSDE1,0.045633,0.018,0.144,516.0,1.0
API5,0.030306,0.01,0.144,517.0,0.99996
CUL1,0.055613,0.024,0.144,518.0,1.0
DDX46,0.062993,0.03,0.144,519.0,1.0
ZFHX4,0.085054,0.051,0.144,520.0,1.0
GNB1,0.0,0.0,0.145,521.0,0.9992
HOMER1,0.0,0.0,0.145,522.0,0.9992
ZFPM2,0.046144,0.018,0.145,523.0,1.0
AEBP2,0.0,0.0,0.145,524.0,0.99921
NUP85,0.046109,0.018,0.145,525.0,1.0
CBLL1,0.0,0.0,0.145,526.0,0.99918
RNF38,0.030651,0.01,0.145,527.0,0.99995
BAZ2A,0.077856,0.043,0.146,528.0,1.0
JAG1,0.063704,0.03,0.146,529.0,1.0
ASXL2,0.056442,0.025,0.146,530.0,1.0
SP3,0.030846,0.01,0.146,531.0,0.99995
SRRM1,0.05643,0.025,0.146,532.0,1.0
MAML1,0.030681,0.01,0.146,533.0,0.99995
CCNC,0.0,0.0,0.146,534.0,0.99914
KIF23,0.063665,0.03,0.146,535.0,1.0
EZH2,0.046301,0.018,0.146,536.0,1.0
RFX4,0.046817,0.018,0.147,537.0,0.99999
XRCC5,0.04655,0.018,0.147,538.0,0.99999
USP24,0.094237,0.061,0.147,539.0,1.0
CHD3,0.086585,0.052,0.147,540.0,1.0
HNRNPA1,0.0,0.0,0.147,541.0,0.99911
PPP1CB,0.0,0.0,0.147,542.0,0.99912
FLT4,0.070024,0.036,0.147,543.0,1.0
UNC79,0.08876,0.055,0.147,544.0,1.0
ZNF217,0.031032,0.01,0.147,545.0,0.99995
EFHC2,0.0,0.0,0.147,546.0,0.9991
WBP11,0.031137,0.01,0.148,547.0,0.99994
ITPKB,0.031173,0.01,0.148,548.0,0.99994
CTCF,0.031238,0.01,0.148,549.0,0.99994
ATP2B2,0.057152,0.025,0.148,550.0,1.0
MAOB,0.0,0.0,0.148,551.0,0.99903
KLHDC3,0.0,0.0,0.148,552.0,0.99908
PRMT1,0.0,0.0,0.148,553.0,0.99907
TGFB2,0.0,0.0,0.148,554.0,0.99905
DIP2C,0.079428,0.044,0.149,555.0,1.0
NFIX,0.0,0.0,0.149,556.0,0.99903
FBXL17,0.0,0.0,0.149,557.0,0.99901
WAS,0.0,0.0,0.149,558.0,0.99901
GCM1,0.0,0.0,0.149,559.0,0.999
YBX2,0.0,0.0,0.15,560.0,0.99896
TLE4,0.047513,0.018,0.15,561.0,0.99999
SLC6A1,0.031589,0.01,0.15,562.0,0.99993
EBF3,0.031575,0.01,0.15,563.0,0.99993
MAPK8IP3,0.071508,0.036,0.15,564.0,1.0
AHSA1,0.0,0.0,0.15,565.0,0.99896
PAN3,0.047671,0.018,0.15,566.0,0.99999
PKN2,0.058011,0.025,0.15,567.0,1.0
ABCD1,0.0,0.0,0.15,568.0,0.99896
SETD1B,0.065972,0.031,0.151,569.0,1.0
CLCN4,0.0,0.0,0.151,570.0,0.99893
ARHGEF9,0.0,0.0,0.151,571.0,0.9989
B4GALT5,0.0,0.0,0.151,572.0,0.99889
MSL1,0.0,0.0,0.151,573.0,0.9989
SERPINC1,0.0,0.0,0.151,574.0,0.99892
KALRN,0.08449,0.049,0.152,575.0,1.0
CASZ1,0.066338,0.032,0.152,576.0,1.0
MARCH6,0.066419,0.032,0.152,577.0,1.0
SFPQ,0.031943,0.01,0.152,578.0,0.99992
BCORL1,0.048329,0.019,0.152,579.0,0.99999
CMIP,0.048205,0.019,0.152,580.0,0.99999
PPRC1,0.066231,0.032,0.152,581.0,1.0
DDX26B,0.032135,0.01,0.152,582.0,0.99992
C11orf30,0.066802,0.032,0.153,583.0,1.0
EFEMP1,0.032236,0.01,0.153,584.0,0.99992
MAPKAP1,0.032277,0.01,0.153,585.0,0.99991
ATP1B1,0.0,0.0,0.153,586.0,0.99881
ELFN1,0.0,0.0,0.153,587.0,0.99882
SMCHD1,0.087839,0.052,0.153,588.0,1.0
FBXW2,0.0,0.0,0.153,589.0,0.99877
GGA1,0.032168,0.01,0.153,590.0,0.99992
CAMSAP3,0.059639,0.026,0.154,591.0,1.0
AHR,0.048874,0.019,0.154,592.0,0.99999
DMD,0.10275,0.069,0.154,593.0,1.0
PPP1R10,0.059491,0.026,0.154,594.0,1.0
HDLBP,0.067232,0.032,0.154,595.0,1.0
ZNF609,0.059613,0.026,0.154,596.0,1.0
ARHGAP42,0.060017,0.026,0.155,597.0,1.0
OCRL,0.049158,0.019,0.155,598.0,0.99999
RICTOR,0.089025,0.053,0.155,599.0,1.0
ZNF541,0.059827,0.026,0.155,600.0,1.0
FASN,0.091093,0.055,0.155,601.0,1.0
ATAD2B,0.07371,0.038,0.155,602.0,1.0
PCIF1,0.049269,0.019,0.155,603.0,0.99999
DENND5B,0.067576,0.032,0.155,604.0,1.0
HOOK3,0.060036,0.026,0.155,605.0,1.0
ARHGEF2,0.068157,0.033,0.156,606.0,1.0
XPR1,0.049452,0.019,0.156,607.0,0.99999
INTS10,0.049703,0.019,0.156,608.0,0.99999
USP3,0.032965,0.011,0.156,609.0,0.99989
MARK2,0.049568,0.019,0.156,610.0,0.99999
IKZF1,0.0,0.0,0.156,611.0,0.9986
CDH11,0.032824,0.011,0.156,612.0,0.9999
KDM4A,0.068127,0.033,0.156,613.0,1.0
RREB1,0.060456,0.027,0.156,614.0,1.0
CHD4,0.092235,0.056,0.156,615.0,1.0
HIPK2,0.060345,0.026,0.156,616.0,1.0
NR2E1,0.0,0.0,0.156,617.0,0.99864
KPNA4,0.032852,0.011,0.156,618.0,0.99989
CHD5,0.089818,0.053,0.157,619.0,1.0
PLXND1,0.083467,0.046,0.157,620.0,1.0
RXRA,0.0,0.0,0.157,621.0,0.99852
LRRC7,0.079784,0.043,0.157,622.0,1.0
ZFC3H1,0.092805,0.056,0.157,623.0,1.0
UBE4B,0.074661,0.038,0.157,624.0,1.0
DOCK3,0.095432,0.059,0.158,625.0,1.0
DMXL2,0.10244,0.068,0.158,626.0,1.0
PELP1,0.050088,0.019,0.158,627.0,0.99998
TXLNG,0.0,0.0,0.158,628.0,0.99845
UNC13A,0.090828,0.054,0.158,629.0,1.0
MAT2A,0.0,0.0,0.158,630.0,0.99846
HECTD1,0.10096,0.066,0.158,631.0,1.0
KCNQ2,0.050284,0.02,0.158,632.0,0.99998
TANC2,0.087423,0.05,0.158,633.0,1.0
PPP3CA,0.033252,0.011,0.158,634.0,0.99988
LARP4B,0.050289,0.02,0.158,635.0,0.99998
EPC2,0.050553,0.02,0.159,636.0,0.99998
ROBO2,0.080518,0.043,0.159,637.0,1.0
MAST1,0.075424,0.038,0.159,638.0,1.0
POLR2A,0.084559,0.047,0.159,639.0,1.0
GRIPAP1,0.050591,0.02,0.159,640.0,0.99998
PSMD11,0.033512,0.011,0.159,641.0,0.99987
TNRC6A,0.091024,0.054,0.159,642.0,1.0
ESPL1,0.090935,0.054,0.159,643.0,1.0
CUL5,0.061498,0.027,0.159,644.0,1.0
FBRS,0.033412,0.011,0.159,645.0,0.99987
SAP130,0.061702,0.027,0.159,646.0,1.0
ALG13,0.050979,0.02,0.16,647.0,0.99998
SMAD5,0.0,0.0,0.16,648.0,0.99838
GNB2L1,0.0,0.0,0.16,649.0,0.99836
SLIT2,0.085237,0.047,0.16,650.0,1.0
PPM1A,0.0,0.0,0.16,651.0,0.99834
PPP4R2,0.0,0.0,0.16,652.0,0.99835
GSPT1,0.033726,0.011,0.16,653.0,0.99986
PIP4K2B,0.0,0.0,0.16,654.0,0.99837
ZFX,0.0,0.0,0.16,655.0,0.99831
KANSL3,0.050861,0.02,0.16,656.0,0.99998
RORC,0.033914,0.011,0.161,657.0,0.99985
ZNF800,0.033959,0.011,0.161,658.0,0.99985
DPF2,0.033975,0.011,0.161,659.0,0.99985
APC,0.09718,0.06,0.161,660.0,1.0
FKBP8,0.0,0.0,0.161,661.0,0.99825
OPHN1,0.033915,0.011,0.161,662.0,0.99985
USP48,0.076433,0.039,0.161,663.0,1.0
KDM6A,0.070167,0.034,0.161,664.0,1.0
CAPZA2,0.0,0.0,0.161,665.0,0.99828
NPM1,0.0,0.0,0.162,666.0,0.99816
PSMD12,0.034078,0.011,0.162,667.0,0.99984
ZNF131,0.034229,0.011,0.162,668.0,0.99983
GPC3,0.0,0.0,0.162,669.0,0.9982
GRAMD4,0.05151,0.02,0.162,670.0,0.99998
KIF2A,0.051499,0.02,0.162,671.0,0.99998
FGD5,0.070985,0.034,0.162,672.0,1.0
CKAP5,0.095249,0.058,0.162,673.0,1.0
UPF1,0.071,0.034,0.162,674.0,1.0
UTP14A,0.034238,0.011,0.162,675.0,0.99983
CHD1,0.092848,0.055,0.162,676.0,1.0
ZBTB2,0.0,0.0,0.162,677.0,0.9982
CPSF6,0.034391,0.011,0.163,678.0,0.99982
FAM120A,0.062966,0.028,0.163,679.0,1.0
WDR43,0.05191,0.02,0.163,680.0,0.99997
CUX1,0.082514,0.044,0.163,681.0,1.0
ZNF865,0.0,0.0,0.163,682.0,0.99814
MAPK8IP1,0.034273,0.011,0.163,683.0,0.99983
CDK19,0.034454,0.011,0.163,684.0,0.99982
NFKB2,0.062881,0.028,0.163,685.0,1.0
KDM5A,0.090209,0.052,0.163,686.0,1.0
TEX10,0.063048,0.028,0.163,687.0,1.0
KIAA0947,0.087294,0.049,0.164,688.0,1.0
MDM2,0.034611,0.011,0.164,689.0,0.99981
CASKIN1,0.063267,0.028,0.164,690.0,1.0
MYC,0.0,0.0,0.164,691.0,0.99801
CLK2,0.052046,0.02,0.164,692.0,0.99997
PAX5,0.0,0.0,0.165,693.0,0.99798
ZNF608,0.063872,0.028,0.165,694.0,0.99999
DSCAML1,0.091288,0.053,0.165,695.0,1.0
CCNJ,0.0,0.0,0.165,696.0,0.99796
CCNK,0.034844,0.011,0.165,697.0,0.9998
TLK1,0.063831,0.028,0.165,698.0,0.99999
LARP1,0.071971,0.034,0.165,699.0,1.0
ARIH1,0.05279,0.021,0.166,700.0,0.99997
LRRC4,0.0,0.0,0.166,701.0,0.99787
RBFOX3,0.0,0.0,0.166,702.0,0.99785
ZNF629,0.035048,0.011,0.166,703.0,0.99978
KDM5C,0.072601,0.035,0.166,704.0,1.0
PHF6,0.0,0.0,0.166,705.0,0.99784
DICER1,0.091986,0.053,0.166,706.0,1.0
GRIN2D,0.052927,0.021,0.167,707.0,0.99996
RPL5,0.0,0.0,0.167,708.0,0.99776
PHF23,0.0,0.0,0.167,709.0,0.99774
SIPA1L1,0.088969,0.05,0.167,710.0,1.0
MYH10,0.10329,0.065,0.167,711.0,1.0
GABBR2,0.064595,0.028,0.167,712.0,0.99999
CECR2,0.084684,0.045,0.167,713.0,1.0
F9,0.0,0.0,0.167,714.0,0.99776
PAK7,0.035234,0.012,0.167,715.0,0.99977
USP11,0.053185,0.021,0.167,716.0,0.99996
PPP1R9B,0.035502,0.012,0.168,717.0,0.99975
SFSWAP,0.06489,0.029,0.168,718.0,0.99999
HNF1B,0.035393,0.012,0.168,719.0,0.99976
NOP2,0.053219,0.021,0.168,720.0,0.99996
TMEM63B,0.065089,0.029,0.168,721.0,0.99999
STAU1,0.035339,0.012,0.168,722.0,0.99976
ARPC2,0.0,0.0,0.168,723.0,0.99769
CSK,0.035312,0.012,0.168,724.0,0.99977
SOX9,0.0,0.0,0.168,725.0,0.99772
NCOR2,0.10232,0.063,0.169,726.0,1.0
ANK1,0.096997,0.057,0.169,727.0,1.0
ZNF236,0.093883,0.054,0.169,728.0,1.0
ABCA2,0.10405,0.066,0.169,729.0,1.0
PPP1R16B,0.035676,0.012,0.169,730.0,0.99974
RC3H2,0.080322,0.041,0.169,731.0,1.0
PAX6,0.035553,0.012,0.169,732.0,0.99975
CENPI,0.035647,0.012,0.169,733.0,0.99974
ZNF638,0.093445,0.054,0.169,734.0,1.0
NACC1,0.0,0.0,0.169,735.0,0.99763
PDGFRA,0.074,0.035,0.169,736.0,1.0
CADM4,0.0,0.0,0.169,737.0,0.99762
ACVR2A,0.035913,0.012,0.17,738.0,0.99972
TRIM9,0.035768,0.012,0.17,739.0,0.99973
DYRK2,0.0,0.0,0.17,740.0,0.99751
TRPC5,0.035801,0.012,0.17,741.0,0.99973
C7orf60,0.0,0.0,0.17,742.0,0.99746
MKL2,0.065739,0.029,0.17,743.0,0.99999
GPATCH8,0.074428,0.036,0.17,744.0,1.0
ESCO1,0.053881,0.021,0.17,745.0,0.99995
GRID2,0.074416,0.036,0.17,746.0,1.0
WEE1,0.0358,0.012,0.17,747.0,0.99973
MBTPS2,0.0,0.0,0.17,748.0,0.99752
PRPF4B,0.074446,0.036,0.17,749.0,1.0
ZNF654,0.0,0.0,0.17,750.0,0.99753
CHD9,0.11019,0.073,0.17,751.0,1.0
KIF1B,0.10332,0.064,0.171,752.0,1.0
RNF2,0.0,0.0,0.171,753.0,0.99743
DAGLA,0.066036,0.029,0.171,754.0,0.99999
MNT,0.0,0.0,0.171,755.0,0.99739
PRKCD,0.054411,0.021,0.171,756.0,0.99995
KDM4B,0.074715,0.036,0.171,757.0,1.0
CELF1,0.036,0.012,0.171,758.0,0.99971
ANKRD28,0.074738,0.036,0.171,759.0,1.0
MEN1,0.036021,0.012,0.171,760.0,0.99971
SYVN1,0.03615,0.012,0.171,761.0,0.9997
FZR1,0.036261,0.012,0.172,762.0,0.99969
ZFP91,0.036209,0.012,0.172,763.0,0.9997
ARMC8,0.066471,0.029,0.172,764.0,0.99999
CAMTA1,0.091344,0.051,0.172,765.0,1.0
LIN54,0.054796,0.021,0.172,766.0,0.99994
TRIM71,0.036284,0.012,0.172,767.0,0.99969
NKAP,0.0,0.0,0.172,768.0,0.99735
TFAP4,0.0,0.0,0.172,769.0,0.99731
ACVR1B,0.036324,0.012,0.172,770.0,0.99969
PSMD4,0.0,0.0,0.172,771.0,0.99726
FBLN5,0.036178,0.012,0.172,772.0,0.9997
EEF2,0.054534,0.021,0.172,773.0,0.99995
ISY1-RAB43,0.03621,0.012,0.172,774.0,0.9997
CFLAR,0.036503,0.012,0.173,775.0,0.99967
OTUD5,0.0,0.0,0.173,776.0,0.99717
HIVEP1,0.095681,0.055,0.173,777.0,1.0
GTF3C1,0.1043,0.065,0.173,778.0,1.0
ENAH,0.054844,0.021,0.173,779.0,0.99994
FOXO1,0.0,0.0,0.173,780.0,0.99725
TNRC6B,0.099192,0.059,0.173,781.0,1.0
EEF1G,0.036526,0.012,0.173,782.0,0.99967
TENM4,0.10454,0.065,0.173,783.0,1.0
KLF4,0.0,0.0,0.174,784.0,0.99714
SEC24C,0.076008,0.036,0.174,785.0,1.0
CTDSPL2,0.036587,0.012,0.174,786.0,0.99966
JADE2,0.05532,0.022,0.174,787.0,0.99994
PCGF1,0.0,0.0,0.174,788.0,0.99713
TTC28,0.10229,0.062,0.174,789.0,1.0
GATA6,0.0,0.0,0.174,790.0,0.99709
SCN3A,0.096275,0.056,0.174,791.0,1.0
PSME3,0.0,0.0,0.174,792.0,0.99714
TET1,0.092479,0.052,0.174,793.0,1.0
NUP153,0.082553,0.042,0.174,794.0,1.0
CELF2,0.036763,0.012,0.174,795.0,0.99965
DDX6,0.036784,0.012,0.174,796.0,0.99964
BAG6,0.076118,0.036,0.174,797.0,1.0
EPHA4,0.076659,0.037,0.175,798.0,1.0
MKLN1,0.067816,0.03,0.175,799.0,0.99998
ZMYM4,0.096768,0.056,0.175,800.0,1.0
PPP2R5D,0.055747,0.022,0.175,801.0,0.99993
ANAPC2,0.055487,0.022,0.175,802.0,0.99993
FOXP1,0.067765,0.03,0.175,803.0,0.99998
TDRD1,0.08318,0.042,0.175,804.0,1.0
MAP4K4,0.093011,0.052,0.175,805.0,1.0
MAPK1,0.0,0.0,0.175,806.0,0.99698
NCDN,0.03686,0.012,0.175,807.0,0.99964
BSN,0.10985,0.071,0.175,808.0,1.0
ADRM1,0.0,0.0,0.175,809.0,0.99704
NCOR1,0.11365,0.075,0.175,810.0,1.0
CNOT7,0.0,0.0,0.176,811.0,0.99686
MTM1,0.037153,0.012,0.176,812.0,0.99961
BAZ1A,0.09756,0.056,0.176,813.0,1.0
ABL1,0.068016,0.03,0.176,814.0,0.99998
JAKMIP2,0.077004,0.037,0.176,815.0,1.0
ZNF516,0.055946,0.022,0.176,816.0,0.99992
PTBP1,0.037138,0.012,0.176,817.0,0.99961
CLASP1,0.10108,0.06,0.176,818.0,1.0
HTT,0.11983,0.083,0.176,819.0,1.0
RELN,0.12413,0.088,0.176,820.0,1.0
BRPF1,0.076842,0.037,0.176,821.0,1.0
R3HDM2,0.077055,0.037,0.176,822.0,1.0
MYO9B,0.10411,0.063,0.177,823.0,1.0
PHF2,0.077138,0.037,0.177,824.0,1.0
PAPOLA,0.068562,0.03,0.177,825.0,0.99998
ZZZ3,0.06854,0.03,0.177,826.0,0.99998
EIF4ENIF1,0.077353,0.037,0.177,827.0,0.99999
PSME4,0.11149,0.072,0.177,828.0,1.0
NCL,0.056129,0.022,0.177,829.0,0.99992
GLA,0.0,0.0,0.177,830.0,0.99675
GPHN,0.068323,0.03,0.177,831.0,0.99998
BRPF3,0.068357,0.03,0.177,832.0,0.99998
MSL3,0.0,0.0,0.178,833.0,0.99665
PRPF8,0.11398,0.074,0.178,834.0,1.0
KDM2B,0.090385,0.048,0.178,835.0,1.0
AKT3,0.037422,0.012,0.178,836.0,0.99958
HIC2,0.0,0.0,0.178,837.0,0.99668
PNISR,0.06878,0.03,0.178,838.0,0.99998
DPP10,0.077826,0.037,0.178,839.0,0.99999
MGAT5,0.068872,0.03,0.178,840.0,0.99998
NKRF,0.0,0.0,0.178,841.0,0.99661
ADRBK1,0.0687,0.03,0.178,842.0,0.99998
ZER1,0.056425,0.022,0.178,843.0,0.99992
EXOC5,0.056495,0.022,0.178,844.0,0.99991
SF3B3,0.090365,0.048,0.178,845.0,1.0
SYMPK,0.085093,0.043,0.179,846.0,1.0
SPPL3,0.0,0.0,0.179,847.0,0.99656
PKD1,0.12051,0.082,0.179,848.0,1.0
TEK,0.085371,0.044,0.179,849.0,1.0
G3BP2,0.037735,0.012,0.179,850.0,0.99954
ZBTB18,0.0,0.0,0.179,851.0,0.99658
PTPN2,0.037813,0.012,0.179,852.0,0.99953
ARHGEF12,0.10539,0.064,0.179,853.0,1.0
LAS1L,0.037645,0.012,0.179,854.0,0.99955
PLK2,0.057079,0.022,0.18,855.0,0.9999
PITPNM2,0.08551,0.044,0.18,856.0,1.0
IDS,0.0,0.0,0.18,857.0,0.9964
DST,0.13701,0.105,0.18,858.0,1.0
DNM2,0.069552,0.031,0.18,859.0,0.99998
PDS5B,0.099793,0.058,0.18,860.0,1.0
PTPRT,0.099575,0.057,0.18,861.0,1.0
RPL7,0.0,0.0,0.181,862.0,0.99626
TOX3,0.038082,0.013,0.181,863.0,0.9995
CENPB,0.0,0.0,0.181,864.0,0.99634
SERBP1,0.038056,0.013,0.181,865.0,0.9995
ZRANB2,0.038143,0.013,0.181,866.0,0.99949
HCN1,0.057498,0.023,0.181,867.0,0.99989
RELA,0.03818,0.013,0.181,868.0,0.99948
COPS3,0.038109,0.013,0.181,869.0,0.99949
TFDP2,0.038062,0.013,0.181,870.0,0.9995
WDR7,0.10052,0.058,0.181,871.0,1.0
TNIK,0.10345,0.061,0.181,872.0,1.0
ZDHHC17,0.057458,0.022,0.181,873.0,0.99989
NOL6,0.08633,0.044,0.182,874.0,1.0
NOVA1,0.0,0.0,0.182,875.0,0.99621
LMTK3,0.070594,0.031,0.182,876.0,0.99997
ATP5A1,0.038388,0.013,0.182,877.0,0.99945
SLC7A3,0.0,0.0,0.182,878.0,0.99614
MLLT10,0.086722,0.044,0.182,879.0,1.0
MLLT6,0.070559,0.031,0.182,880.0,0.99997
RP11-152F13.10,0.0,0.0,0.182,881.0,0.9961
ATP2C1,0.08672,0.044,0.182,882.0,1.0
RNF8,0.038545,0.013,0.183,883.0,0.99943
SET,0.0,0.0,0.183,884.0,0.99597
UBE3C,0.087141,0.045,0.183,885.0,1.0
SYCP2,0.10471,0.062,0.183,886.0,1.0
CIC,0.080123,0.038,0.183,887.0,0.99999
ACAN,0.097582,0.054,0.183,888.0,1.0
SF1,0.038556,0.013,0.183,889.0,0.99943
EPHB2,0.071037,0.031,0.184,890.0,0.99997
CSNK2A2,0.038742,0.013,0.184,891.0,0.9994
FAT4,0.12097,0.081,0.184,892.0,1.0
NAP1L1,0.038693,0.013,0.184,893.0,0.99941
MED12L,0.11978,0.079,0.184,894.0,1.0
ALAS2,0.0,0.0,0.184,895.0,0.99586
CEP350,0.12242,0.083,0.184,896.0,1.0
DDX21,0.071063,0.031,0.184,897.0,0.99997
MEIS2,0.038881,0.013,0.184,898.0,0.99938
MTF2,0.058381,0.023,0.184,899.0,0.99987
MAP3K4,0.10564,0.063,0.184,900.0,1.0
SHANK1,0.097941,0.055,0.184,901.0,1.0
KLHL2,0.058822,0.023,0.185,902.0,0.99985
MTOR,0.12599,0.087,0.185,903.0,1.0
PACS1,0.080976,0.039,0.185,904.0,0.99999
GLUL,0.0,0.0,0.185,905.0,0.9957
NAV3,0.11405,0.072,0.185,906.0,1.0
NCAM1,0.081003,0.039,0.185,907.0,0.99999
SARNP,0.0,0.0,0.185,908.0,0.99574
WWC3,0.071408,0.032,0.185,909.0,0.99996
LRRC41,0.058665,0.023,0.185,910.0,0.99986
CTNND1,0.08064,0.039,0.185,911.0,0.99999
LPHN3,0.093542,0.05,0.185,912.0,1.0
CNKSR2,0.07167,0.032,0.185,913.0,0.99996
FXR2,0.071457,0.032,0.185,914.0,0.99996
SYK,0.058627,0.023,0.185,915.0,0.99986
PTPN12,0.071888,0.032,0.186,916.0,0.99996
PAPD7,0.039127,0.013,0.186,917.0,0.99934
PARP6,0.071949,0.032,0.186,918.0,0.99996
EEF1A2,0.0,0.0,0.186,919.0,0.99558
HNRNPUL1,0.081254,0.039,0.186,920.0,0.99999
ZC3H11A,0.07182,0.032,0.186,921.0,0.99996
PRRC2A,0.11713,0.075,0.186,922.0,1.0
XKR6,0.03918,0.013,0.186,923.0,0.99934
ARID4B,0.094988,0.051,0.187,924.0,1.0
EIF3D,0.059533,0.023,0.187,925.0,0.99983
NDST1,0.072234,0.032,0.187,926.0,0.99995
PTPRF,0.11017,0.067,0.187,927.0,1.0
LPHN1,0.099642,0.056,0.187,928.0,1.0
ARHGEF7,0.072331,0.032,0.187,929.0,0.99995
GPKOW,0.0,0.0,0.187,930.0,0.99553
EED,0.039445,0.013,0.187,931.0,0.99929
ZNF423,0.072199,0.032,0.187,932.0,0.99996
CUX2,0.094949,0.051,0.187,933.0,1.0
NFATC2,0.07252,0.032,0.187,934.0,0.99995
STAT1,0.081756,0.039,0.187,935.0,0.99999
TMEM108,0.0,0.0,0.187,936.0,0.99555
DIDO1,0.10344,0.06,0.187,937.0,1.0
PHF20L1,0.088879,0.045,0.187,938.0,1.0
PRDM16,0.081747,0.039,0.187,939.0,0.99999
DLL4,0.059792,0.023,0.188,940.0,0.99982
SEPT7,0.039718,0.013,0.188,941.0,0.99924
CDC73,0.072753,0.032,0.188,942.0,0.99995
JARID2,0.089409,0.046,0.188,943.0,0.99999
SNRNP70,0.039649,0.013,0.188,944.0,0.99926
PRRC2B,0.11824,0.076,0.188,945.0,1.0
SOX5,0.072808,0.032,0.188,946.0,0.99995
GRIN2A,0.08196,0.039,0.188,947.0,0.99998
PLAG1,0.0,0.0,0.188,948.0,0.99532
ASAP1,0.095039,0.051,0.188,949.0,1.0
CCT5,0.039525,0.013,0.188,950.0,0.99928
CNOT2,0.060025,0.024,0.189,951.0,0.99981
ELAVL2,0.0,0.0,0.189,952.0,0.99514
SUGP2,0.073157,0.032,0.189,953.0,0.99995
RSPRY1,0.059976,0.024,0.189,954.0,0.99981
USP37,0.090067,0.046,0.189,955.0,0.99999
NRF1,0.039864,0.013,0.189,956.0,0.99922
NFKBIZ,0.060173,0.024,0.189,957.0,0.99981
RBBP5,0.060144,0.024,0.189,958.0,0.99981
DSCAM,0.11397,0.071,0.189,959.0,1.0
TTC7B,0.082545,0.04,0.189,960.0,0.99998
PRKD2,0.073073,0.032,0.189,961.0,0.99995
PAXBP1,0.09018,0.046,0.19,962.0,0.99999
UNK,0.073458,0.032,0.19,963.0,0.99994
KIAA2018,0.10097,0.056,0.19,964.0,1.0
AP2M1,0.040028,0.013,0.19,965.0,0.99919
NOS1,0.10519,0.061,0.19,966.0,1.0
CBX2,0.0,0.0,0.19,967.0,0.99503
PPARD,0.0,0.0,0.19,968.0,0.99497
YAP1,0.04008,0.013,0.19,969.0,0.99918
ESR1,0.039964,0.013,0.19,970.0,0.9992
THRAP3,0.083154,0.04,0.19,971.0,0.99998
UBE2Q1,0.040039,0.013,0.19,972.0,0.99919
RNF31,0.096516,0.052,0.19,973.0,1.0
NYAP1,0.040116,0.013,0.19,974.0,0.99917
SCARF2,0.0604,0.024,0.19,975.0,0.9998
C20orf112,0.0,0.0,0.191,976.0,0.99496
DOCK9,0.12243,0.08,0.191,977.0,1.0
COL4A5,0.09686,0.052,0.191,978.0,1.0
NR2F1,0.0,0.0,0.191,979.0,0.99482
WNK3,0.090691,0.046,0.191,980.0,0.99999
DKC1,0.040178,0.013,0.191,981.0,0.99916
SENP5,0.060746,0.024,0.191,982.0,0.99978
LGI1,0.040264,0.013,0.191,983.0,0.99914
BMPR2,0.083459,0.04,0.191,984.0,0.99998
SMARCE1,0.040213,0.013,0.191,985.0,0.99915
FURIN,0.073795,0.033,0.191,986.0,0.99994
SPTBN4,0.12022,0.077,0.191,987.0,1.0
RPL7A,0.0,0.0,0.191,988.0,0.99485
TENM2,0.12005,0.077,0.191,989.0,1.0
ASIC2,0.040373,0.013,0.192,990.0,0.99912
ACTR3B,0.04043,0.013,0.192,991.0,0.99911
ARHGAP31,0.091226,0.047,0.192,992.0,0.99999
SNX27,0.061002,0.024,0.192,993.0,0.99977
AJAP1,0.0,0.0,0.192,994.0,0.99469
PTPRA,0.083788,0.04,0.192,995.0,0.99998
GRIK3,0.083968,0.04,0.192,996.0,0.99998
MAP1A,0.11025,0.065,0.192,997.0,1.0
CEP170,0.097041,0.052,0.192,998.0,1.0
GDI1,0.0,0.0,0.192,999.0,0.99471
XKR4,0.040379,0.013,0.192,1000.0,0.99912
HPN,0.040409,0.013,0.192,1001.0,0.99911
TNS3,0.097174,0.052,0.192,1002.0,1.0
MTPAP,0.040733,0.013,0.193,1003.0,0.99904
VDAC3,0.0,0.0,0.193,1004.0,0.99454
SNAP91,0.074662,0.033,0.193,1005.0,0.99993
EBF2,0.061258,0.024,0.193,1006.0,0.99976
TAF5L,0.040754,0.013,0.193,1007.0,0.99904
ZBTB16,0.040622,0.013,0.193,1008.0,0.99907
AGO3,0.084318,0.041,0.193,1009.0,0.99997
PPME1,0.040772,0.013,0.193,1010.0,0.99904
GRIA3,0.061265,0.024,0.193,1011.0,0.99976
NFKBIA,0.0,0.0,0.193,1012.0,0.99452
TENM1,0.11355,0.069,0.193,1013.0,1.0
CYBB,0.040752,0.013,0.193,1014.0,0.99904
SCAF11,0.097605,0.052,0.193,1015.0,1.0
TBX18,0.040708,0.013,0.193,1016.0,0.99905
SEC24B,0.098206,0.053,0.194,1017.0,1.0
ZNF280C,0.040994,0.014,0.194,1018.0,0.99899
ATN1,0.074967,0.033,0.194,1019.0,0.99992
EXOC8,0.040827,0.014,0.194,1020.0,0.99902
BHLHE40,0.0,0.0,0.194,1021.0,0.99444
SH3KBP1,0.040974,0.014,0.194,1022.0,0.99899
SKI,0.040872,0.014,0.194,1023.0,0.99901
DCUN1D5,0.0,0.0,0.194,1024.0,0.99432
SOGA1,0.098466,0.053,0.194,1025.0,1.0
